"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"82","Jayden Daniels","WAS","qb","7","17","285.3","11","331.2184","467.9502","3291.6169","21.4131","8.6969","39.5947","124.4728","699.9849","3.2036","0","0","0","0","6.6986","3.2749","1.345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"83","Rome Odunze","CHI","wr","10","17","170.5","10","0","0","0","0","0","0","0","0","0","132.7162","75.4168","935.4487","6.578","0.813","0.4487","0.3462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84","Travis Kelce","KC","te","5","17","150.1","10","0","0","0","0","0","0","0.369","2.1631","0.0192","102.9572","76.6849","768.0792","5.8297","0.8316","0.4584","0.2657","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"85","Joe Burrow","CIN","qb","6","17","283.3","10","390.6624","545.0451","3986.8466","31.5092","9.4065","38.2703","29.2862","163.7383","0.4012","0","0","0","0","5.1285","2.5924","1.4795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"86","Mike Evans","SF","wr","8","17","169.8","10","0","0","0","0","0","0","0","0","0","116.3698","73.6995","927.0863","6.7391","0.7945","0.4385","0.3347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","Aaron Jones","MIN","rb","6","17","125.8","10","0","0","0","0","0","0","127.2263","541.0081","3.7177","44.9532","36.8105","245.0223","1.3157","2.1175","0.976","0.259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"88","Mark Andrews","BLT","te","13","17","143.7","8","0","0","0","0","0","0","7.4837","45.827","0.391","89.5898","63.8597","652.664","6.63","0.7896","0.4244","0.3144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89","Dalton Kincaid","BUF","te","7","17","142.5","8","0","0","0","0","0","0","0","0","0","94.8889","67.6425","745.0998","5.7353","0.7292","0.4024","0.3052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","Isaiah Likely","NYG","te","8","17","139.4","7","0","0","0","0","0","0","0","0","0","100.5435","70.9771","728.9851","5.2128","0.7651","0.4223","0.2676","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"91","D.K. Metcalf","PIT","wr","9","17","157.1","6","0","0","0","0","0","0","0.3931","2.3502","0.0135","110.8156","67.9309","869.0225","6.0196","0.7376","0.4065","0.2808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"92","Jake Ferguson","DAL","te","14","17","136.4","6","0","0","0","0","0","0","0","0","0","95.4233","74.5762","655.5719","5.6601","0.8039","0.4437","0.258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"93","Justin Herbert","LAC","qb","7","17","269.1","6","381.1825","534.9368","3870.9624","24.6137","9.4672","42.9376","70.9153","290.8083","1.5205","0","0","0","0","6.3055","3.145","1.3937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"94","Rachaad White","WAS","rb","7","17","109.6","4","0","0","0","0","0","0","101.6574","440.3715","3.2893","38.3692","33.2148","220.6964","1.3785","1.7329","0.8024","0.2275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"95","Dallas Goedert","PHI","te","10","17","131","4","0","0","0","0","0","0","0","0","0","87.0886","66.667","639.5659","5.6627","0.7186","0.3966","0.2704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"96","Brock Purdy","SF","qb","8","17","263.6","4","354.062","487.2849","3816.2999","25.4122","11.955","28.3415","56.4654","259.3778","1.4514","0","0","0","0","4.318","2.1403","1.4323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","Chris Rodriguez Jr.","JAX","rb","7","17","106.9","3","0","0","0","0","0","0","157.6544","676.195","5.6885","5.9187","4.697","32.595","0.171","2.1828","0.966","0.2138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","Trevor Lawrence","JAX","qb","7","17","262.1","3","370.5694","544.7834","3777.4591","24.7222","12.7034","36.6621","67.5967","265.8646","2.2279","0","0","0","0","5.4849","2.7288","1.5028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Michael Wilson","ARZ","wr","14","17","148.5","3","0","0","0","0","0","0","0","0","0","112.5513","71.4","840.1636","4.8487","0.7697","0.4248","0.2712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100","Zach Charbonnet","SEA","rb","11","11","105.6","3","0","0","0","0","0","0","139.3534","596.6344","5.1859","14.5943","12.0011","83.6557","0.3123","2.0141","0.9005","0.2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"101","Marvin Harrison Jr.","ARZ","wr","14","17","147.3","3","0","0","0","0","0","0","0","0","0","113.1468","68.0185","808.0807","5.4641","0.7332","0.4047","0.2727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","Dak Prescott","DAL","qb","14","17","259.8","3","369.6267","520.9539","3842.5947","26.9937","10.2947","31.9331","32.7413","174.2714","0.4856","0","0","0","0","4.4058","2.2164","1.4084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","Caleb Williams","CHI","qb","10","17","259.4","2","371.2499","554.91","3747.5359","22.9001","10.9442","36.9315","77.1189","334.8029","1.497","0","0","0","0","5.6686","2.8084","1.4839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","Brian Thomas Jr.","JAX","wr","7","17","145.7","2","0","0","0","0","0","0","4.4696","26.691","0.1865","104.1694","64.0876","803.6243","4.953","0.7513","0.4079","0.2852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","Kyler Murray","MIN","qb","6","17","257.7","2","346.7198","496.5015","3387.9561","21.4673","9.2284","33.9137","80.9119","428.1336","2.4408","0","0","0","0","5.337","2.6376","1.3114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","Patrick Mahomes","KC","qb","5","17","257","2","356.1854","497.2299","3629.9535","25.6218","9.46","27.5636","42.3413","290.3341","0.1298","0","0","0","0","4.0474","2.0117","1.2385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"107","Bo Nix","DEN","qb","10","17","256.7","2","365.3593","527.934","3564.22","23.067","10.152","20.7623","78.0041","288.816","2.3628","0","0","0","0","3.6915","1.7948","1.3507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"108","Alec Pierce","IND","wr","13","17","142.4","1","0","0","0","0","0","0","0","0","0","99.1898","56.9932","849.9914","4.8357","0.6144","0.3391","0.2714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","Brenton Strange","JAX","te","7","17","120.8","1","0","0","0","0","0","0","0","0","0","88.1889","64.8999","610.0404","4.605","0.6996","0.3861","0.2367","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"110","Jaxson Dart","NYG","qb","8","17","253.7","1","314.2053","465.219","3152.7268","19.2774","10.3386","42.1429","100.0194","521.2458","3.8181","0","0","0","0","6.6256","3.2747","1.3128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","Chris Godwin","TB","wr","10","17","140","0","0","0","0","0","0","0","0","0","0","96.6131","69.8708","766.0069","4.7972","0.7532","0.4157","0.2617","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"112","Xavier Worthy","KC","wr","5","17","139.8","0","0","0","0","0","0","0","12.9149","75.6536","0.6459","90.1637","59.01","716.8184","4.5933","0.8108","0.4279","0.2499","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","Chigoziem Okonkwo","WAS","te","7","17","119.4","0","0","0","0","0","0","0","0","0","0","93.2585","69.0647","636.9495","3.5839","0.7445","0.4109","0.2545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"114","Michael Pittman Jr.","PIT","wr","9","17","139.3","0","0","0","0","0","0","0","0","0","0","104.366","72.3376","746.9505","4.792","0.7798","0.4304","0.264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","Matthew Stafford","LA","qb","11","17","251.8","0","363.3504","524.0515","3959.4282","27.3821","10.644","28.3714","9.7361","53.4369","0.096","0","0","0","0","3.6155","1.8439","1.484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"116","Courtland Sutton","DEN","wr","10","17","138.8","0","0","0","0","0","0","0","0","0","0","103.7045","64.2869","746.6904","5.367","0.693","0.3825","0.2585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","Jayden Reed","GB","wr","11","17","138.8","0","0","0","0","0","0","0","13.5472","80.9596","0.3721","90.7789","63.3669","697.5127","4.5649","0.8663","0.4576","0.2838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","Hunter Henry","NE","te","11","17","118.5","0","0","0","0","0","0","0","0","0","0","81.0719","58.552","605.9407","4.813","0.6312","0.3483","0.2326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","Keaton Mitchell","LAC","rb","7","17","96.5","0","0","0","0","0","0","0","103.4226","450.8239","2.7153","31.016","25.9111","177.0689","0.769","1.6781","0.7695","0.191","627.9157","0.1605","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","Jared Goff","DET","qb","6","17","251.3","0","380.6423","515.1393","3917.7127","26.9368","10.1116","29.6093","13.1766","68.9276","0.1618","0","0","0","0","3.8188","1.9436","1.5507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","Quentin Johnston","LAC","wr","7","17","138","0","0","0","0","0","0","0","0.8512","5.0188","0.0264","94.7397","60.0119","763.0397","5.2185","0.6584","0.3621","0.2422","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","Makai Lemon","PHI","wr","10","17","138","0","0","0","0","0","0","0","0","0","0","98.9155","65.099","775.5992","4.667","0.7017","0.3873","0.3071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","Wan'Dale Robinson","TEN","wr","9","17","136.8","0","0","0","0","0","0","0","1.9332","11.5281","0.059","110.3494","77.1671","757.7723","3.5663","0.858","0.4706","0.2312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","Woody Marks","HST","rb","8","17","93.1","0","0","0","0","0","0","0","123.2823","493.2411","2.9276","23.8745","18.4075","134.2902","0.8129","1.8658","0.843","0.1869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"125","Kenyon Sadiq","NYJ","te","13","17","114.8","0","0","0","0","0","0","0","0","0","0","80.514","60.3651","600.7857","4.1408","0.6507","0.3591","0.1819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","Isiah Pacheco","DET","rb","6","17","92.7","0","0","0","0","0","0","0","123.9024","516.9667","3.7394","16.9276","14.29","96.2747","0.5019","1.8298","0.8222","0.2101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"127","Juwan Johnson","NO","te","8","17","114.6","0","0","0","0","0","0","0","0","0","0","88.8766","64.9339","630.9783","3.2331","0.7","0.3863","0.2052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","Baker Mayfield","TB","qb","10","17","247.4","0","344.2418","495.4342","3600.4175","25.8371","11.0841","34.0519","34.8817","236.1215","0.1114","0","0","0","0","4.7183","2.3689","1.3486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","Josh Downs","IND","wr","13","17","134.1","0","0","0","0","0","0","0","0.8216","4.9677","0.0313","105.3195","74.4551","725.2961","3.9905","0.8137","0.4478","0.2891","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"130","KC Concepcion","CLV","wr","11","17","134.1","0","0","0","0","0","0","0","6.1028","35.0078","0.3186","94.1629","60.8446","715.486","4.2428","0.7384","0.3983","0.2235","320.6991","0.276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","Greg Dulcich","MIA","te","6","17","113.2","0","0","0","0","0","0","0","0","0","0","80.9148","60.2814","599.7475","3.8917","0.6498","0.3586","0.2183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","Jordan Love","GB","qb","11","17","246.1","0","344.2412","491.1456","3619.4109","25.6759","9.7903","25.3934","32.0414","164.8943","0.4102","0","0","0","0","3.5943","1.8008","1.4435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","Brian Robinson","ATL","rb","11","17","89.8","0","0","0","0","0","0","0","123.0334","530.8228","3.9811","11.9815","9.8221","69.0809","0.3669","1.7698","0.7905","0.1737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","Rashid Shaheed","SEA","wr","11","17","132.1","0","0","0","0","0","0","0","15.4313","92.3306","0.3853","85.9467","53.283","683.879","3.8077","0.7831","0.4088","0.2629","1277.4392","0.5024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","Jalen Coker","CAR","wr","5","17","131.7","0","0","0","0","0","0","0","0","0","0","97.9856","66.621","728.9733","4.3004","0.7182","0.3963","0.2347","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","Stefon Diggs","WAS","wr","7","17","131.4","0","0","0","0","0","0","0","0","0","0","93.2585","68.21","721.3931","4.2455","0.7353","0.4058","0.2545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"137","Alvin Kamara","NO","rb","8","17","88.4","0","0","0","0","0","0","0","109.6311","451.3167","2.7821","25.4742","20.5604","141.8747","0.5551","1.7043","0.7746","0.1679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Dylan Sampson","CLV","rb","11","17","88.1","0","0","0","0","0","0","0","73.2336","294.7987","1.8606","41.9107","34.6295","233.088","1.1818","1.3637","0.6417","0.1694","428.2084","0.1094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"139","Tank Bigsby","PHI","rb","10","17","87.2","0","0","0","0","0","0","0","117.986","518.4147","4.332","8.6013","7.0905","48.3416","0.225","1.6721","0.7442","0.1708","533.6721","0.1364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","Malik Willis","MIA","qb","6","17","242.2","0","305.5367","425.3317","3133.185","17.7782","8.716","47.1849","100.5061","557.573","2.0261","0","0","0","0","7.2715","3.6005","1.2176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Romeo Doubs","NE","wr","11","17","128.4","0","0","0","0","0","0","0","0","0","0","86.4767","56.2258","706.0271","4.9759","0.6061","0.3345","0.2481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"142","Tyler Shough","NO","qb","8","17","240.9","0","354.329","507.0116","3565.3012","20.5093","10.1513","42.3338","65.0114","293.3786","1.8298","0","0","0","0","6.1307","3.0662","1.2034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"143","Tyjae Spears","TEN","rb","9","17","85.5","0","0","0","0","0","0","0","82.3533","350.5584","2.1789","35.8351","29.5086","190.604","0.7554","1.4319","0.6655","0.1552","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"144","Matthew Golden","GB","wr","11","17","127.8","0","0","0","0","0","0","0","6.5551","39.174","0.228","89.6651","57.5947","704.4174","3.9133","0.7095","0.3816","0.2721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"145","Deebo Samuel","SF","wr","8","17","127.7","0","0","0","0","0","0","0","20.6057","108.9536","1.0764","79.6818","58.1794","618.8619","3.2988","0.9058","0.4687","0.2546","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"146","AJ Barner","SEA","te","11","17","106.6","0","0","0","0","0","0","0","4.8498","28.73","0.2534","68.3166","53.5055","486.4364","4.5226","0.6424","0.3472","0.2005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"147","Denzel Boston","CLV","wr","11","17","126.7","0","0","0","0","0","0","0","0","0","0","94.1629","60.585","715.486","4.1895","0.6531","0.3604","0.2174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","Sam Darnold","SEA","qb","11","17","239.7","0","358.375","498.4347","3731.7651","24.7177","12.1679","38.7241","30.3647","161.0545","0.3589","0","0","0","0","5.1981","2.6271","1.4318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","C.J. Stroud","HST","qb","8","17","238.4","0","341.9701","507.2797","3712.7171","22.0421","10.7898","39.4101","42.8139","229.2595","0.553","0","0","0","0","5.4754","2.7511","1.2651","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","Jakobi Meyers","JAX","wr","7","17","125.2","0","0","0","0","0","0","0","4.8759","29.1175","0.2478","91.1482","61.8153","662.0005","3.9911","0.7323","0.3968","0.2508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151","Tre Tucker","LV","wr","13","17","125","0","0","0","0","0","0","0","9.0916","50.9383","0.3639","85.1608","53.0713","673.9068","3.7429","0.6951","0.3698","0.2129","320.1672","0.2756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"152","Kayshon Boutte","HST","wr","8","17","124","0","0","0","0","0","0","0","0","0","0","86.9713","51.9722","721.3926","4.3359","0.5602","0.3092","0.2142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"153","T.J. Hockenson","MIN","te","6","17","103.6","0","0","0","0","0","0","0","0.3988","2.3877","0.0162","77.142","58.3384","524.4264","3.6636","0.6343","0.3494","0.1968","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"154","Dalton Schultz","HST","te","8","17","103.5","0","0","0","0","0","0","0","0","0","0","77.3078","56.8092","542.1446","3.5305","0.6124","0.338","0.1904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"155","Justice Hill","BLT","rb","13","17","81.4","0","0","0","0","0","0","0","48.4242","216.4515","1.4636","42.5172","35.4635","250.7115","1.3228","1.0372","0.4991","0.2056","530.4038","0.1356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"156","Jauan Jennings","MIN","wr","6","17","123.7","0","0","0","0","0","0","0","0","0","0","92.1264","61.5885","656.2574","4.5834","0.6639","0.3664","0.2345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"157","Najee Harris","NYG","rb","8","17","80.1","0","0","0","0","0","0","0","95.37","405.2094","2.8572","21.545","17.4596","117.5782","0.4914","1.478","0.6713","0.1654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"158","Malik Washington","MIA","wr","6","17","120.3","0","0","0","0","0","0","0","13.1482","79.2271","0.5579","78.4628","57.1685","584.9656","3.1914","0.7941","0.4183","0.2252","1285.9592","0.5275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"159","Pat Freiermuth","PIT","te","9","17","97.5","0","0","0","0","0","0","0","0","0","0","68.6001","50.6476","486.5618","3.9593","0.546","0.3013","0.1736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"160","Jalen Nailor","LV","wr","13","17","117.8","0","0","0","0","0","0","0","0","0","0","82.8899","51.4443","647.8121","4.583","0.5546","0.3061","0.1975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","Jordan Addison","MIN","wr","6","17","116.4","0","0","0","0","0","0","0","1.5953","9.5507","0.0631","83.8017","52.3469","633.3988","4.2954","0.5859","0.3209","0.2151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","Khalil Shakir","BUF","wr","7","17","116.3","0","0","0","0","0","0","0","0","0","0","87.7171","67.4556","597.8958","3.5867","0.7272","0.4013","0.2821","293.4524","0.2526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
